star pmax prot height tau quality
892 100 40.021 0.393 43.470 24.59
893 1 0.818 0.307 0.357 40.82
893 3 2.800 0.112 0.833 19.97
893 5 nan -inf nan nan
893 10 9.586 1.008 13.030 1104.62
893 30 10.097 0.169 2.608 2.50
893 50 52.837 0.500 45.473 48.85
893 100 54.901 0.546 69.075 27.90
894 1 0.818 0.327 0.367 43.88
894 3 2.535 0.333 1.062 43.16
894 5 4.313 0.335 1.806 43.05
894 10 8.830 0.334 3.617 42.50
894 30 26.735 0.294 13.659 41.52
894 50 50.752 0.255 15.660 7.99
894 100 81.841 0.232 33.973 21.97
895 1 0.818 0.309 0.358 42.23
895 3 3.025 0.178 1.041 20.79
895 5 4.190 0.071 1.112 1.52
895 10 12.366 1.154 23.576 1503.78
895 30 13.327 1.088 15.471 174.10
895 50 13.265 0.771 13.758 84.90
895 100 13.041 0.237 25.327 36.29
896 1 0.818 0.316 0.362 43.04
896 3 3.046 0.310 1.210 42.21
896 5 4.701 0.314 2.495 126.54
896 10 11.181 0.610 10.087 140.42
896 30 14.308 0.188 5.566 5.49
896 50 34.932 0.293 18.234 17.93
896 100 48.218 0.224 19.168 21.81
897 1 0.818 0.316 0.361 46.08
897 3 2.575 0.294 1.069 24.33
897 5 nan -inf nan nan
897 10 11.140 1.677 84.225 22514.64
897 30 11.344 1.320 51.138 3282.25
897 50 11.262 0.898 43.506 881.72
897 100 22.177 0.104 2.829 1.80
898 1 0.838 0.228 0.282 20.20
898 3 nan -inf nan nan
898 5 5.764 0.624 3.392 139.52
898 10 8.462 0.308 4.125 27.14
898 30 21.094 0.418 11.759 66.54
898 50 57.129 0.351 21.724 7.41
898 100 64.958 0.616 46.467 47.74
899 1 0.940 0.232 0.370 39.82
899 3 3.311 0.282 1.573 72.12
899 5 6.255 0.527 4.142 68.13
899 10 7.195 0.207 2.399 0.96
899 30 18.662 1.407 32.763 458.25
899 50 18.825 1.248 29.520 563.80
899 100 19.111 0.797 31.663 523.66
900 1 0.818 0.321 0.364 43.41
900 3 2.616 0.162 0.975 27.56
900 5 6.234 0.352 2.579 27.03
900 10 13.143 0.317 4.280 5.76
900 30 30.108 0.712 31.261 133.22
900 50 33.317 0.702 31.284 260.76
900 100 32.949 0.265 12.277 8.52
901 1 0.818 0.305 0.355 40.28
901 3 2.862 0.183 1.077 20.14
901 5 5.192 0.171 1.922 24.88
901 10 15.616 0.960 34.527 68.68
901 30 15.473 1.447 74.638 11257.96
901 50 15.453 1.196 56.332 2879.32
901 100 15.309 0.547 44.238 581.02
902 1 0.981 0.308 0.536 125.48
902 3 4.456 0.525 1.944 16.00
902 5 4.190 0.202 15.543 5.58
902 10 7.951 1.689 96.833 19103.92
902 30 7.972 1.341 74.916 15564.64
902 50 7.972 0.785 63.556 5244.63
902 100 11.835 0.260 5.343 29.97
903 1 0.818 0.325 0.366 43.48
903 3 2.535 0.327 1.053 45.06
903 5 4.313 0.185 4.703 19.59
903 10 12.979 0.674 15.105 101.59
903 30 13.797 0.905 29.177 696.43
903 50 13.633 0.600 34.237 278.34
903 100 26.388 0.105 3.483 0.82
904 1 0.797 0.194 0.354 27.44
904 3 2.555 0.312 1.038 42.01
904 5 4.803 0.300 1.787 29.33
904 10 8.789 0.276 4.298 63.02
904 30 39.285 0.773 34.829 39.85
904 50 40.369 0.997 52.529 409.88
904 100 41.452 0.642 38.863 88.10
905 1 0.920 0.118 0.318 8.16
905 3 4.783 0.263 1.698 16.78
905 5 5.396 0.460 3.434 105.86
905 10 13.081 0.321 4.273 5.93
905 30 23.751 0.349 12.353 41.90
905 50 50.752 0.534 41.556 68.53
905 100 59.071 0.569 38.647 27.47
906 1 0.899 0.101 0.033 3.31
906 3 3.413 0.378 1.649 88.60
906 5 7.461 0.487 2.965 20.57
906 10 9.811 0.483 8.304 22.76
906 30 20.092 1.340 52.888 3749.00
906 50 20.215 1.167 51.705 1065.05
906 100 20.215 0.734 47.494 574.83
907 1 0.818 0.325 0.366 43.42
907 3 2.535 0.328 1.054 43.43
907 5 4.313 0.215 1.875 30.84
907 10 9.055 0.209 3.867 32.16
907 30 20.665 0.375 10.897 38.46
907 50 21.176 0.067 5.848 1.22
907 100 54.329 0.209 20.115 9.91
908 1 0.961 0.133 0.361 34.18
908 3 2.044 0.162 0.447 0.58
908 5 6.214 1.555 31.136 6280.83
908 10 6.336 1.608 26.510 5034.37
908 30 6.357 0.995 15.527 512.91
908 50 6.357 0.346 13.372 305.17
908 100 9.382 0.180 0.987 1.86
909 1 1.513 1.012 6.973 2963.25
909 3 1.553 1.300 7.549 2702.16
909 5 1.533 0.770 5.542 193.12
909 10 3.066 0.151 0.404 0.91
909 30 26.940 0.243 10.032 10.08
909 50 38.345 0.259 15.737 15.74
909 100 58.683 0.287 23.489 26.69
910 1 0.838 0.303 0.363 46.90
910 3 3.005 0.156 1.152 31.50
910 5 5.662 0.506 2.743 95.31
910 10 9.688 0.327 4.974 51.67
910 30 25.591 0.497 16.824 53.38
910 50 45.315 0.596 27.813 31.67
910 100 48.074 0.581 29.557 36.67
911 1 0.797 0.151 0.285 15.40
911 3 2.514 0.232 0.913 55.22
911 5 5.376 0.318 2.245 60.22
911 10 9.423 0.299 4.481 30.56
911 30 48.013 0.826 49.552 46.66
911 50 47.216 1.276 97.646 1902.34
911 100 48.872 1.155 71.346 316.09
912 1 0.818 0.196 0.353 30.17
912 3 3.475 0.295 1.736 54.92
912 5 nan -inf nan nan
912 10 10.302 1.037 14.340 457.33
912 30 11.119 0.619 9.827 84.72
912 50 10.608 0.330 2.432 5.02
912 100 72.500 0.180 22.933 5.26
913 1 0.838 0.312 0.361 34.88
913 3 2.575 0.309 1.041 41.03
913 5 4.640 0.305 1.806 38.39
913 10 8.789 0.315 4.757 113.32
913 30 25.713 0.630 22.641 185.80
913 50 29.004 0.336 15.606 21.11
913 100 57.518 0.266 23.930 19.99
914 1 0.777 0.140 0.278 16.22
914 3 2.902 0.139 1.024 21.86
914 5 4.844 0.235 2.234 22.70
914 10 10.159 0.582 6.760 29.81
914 30 27.185 1.036 35.606 278.93
914 50 29.270 0.943 26.650 101.64
914 100 29.597 0.684 23.785 50.65
915 1 0.818 0.322 0.365 42.86
915 3 2.535 0.327 1.054 44.32
915 5 4.354 0.336 1.844 47.48
915 10 9.034 0.193 3.708 34.80
915 30 20.828 0.139 6.986 1.62
915 50 51.345 1.247 152.419 1966.77
915 100 53.409 1.140 113.366 574.26
916 1 0.818 0.320 0.363 43.37
916 3 2.657 0.173 1.015 26.24
916 5 5.417 0.223 2.300 33.31
916 10 11.058 0.489 7.741 86.42
916 30 32.949 0.825 35.293 112.01
916 50 34.911 0.817 25.794 48.82
916 100 36.362 0.534 22.307 33.88
917 1 0.818 0.317 0.364 42.88
917 3 2.555 0.301 1.021 53.60
917 5 5.090 0.299 1.957 45.78
917 10 15.023 0.686 14.546 43.12
917 30 16.393 0.877 19.355 408.54
917 50 16.413 0.532 14.302 60.30
917 100 15.575 0.198 2.476 2.79
918 1 0.818 0.328 0.367 44.01
918 3 2.596 0.324 1.055 38.82
918 5 4.313 0.212 1.814 32.17
918 10 10.302 0.141 3.094 3.75
918 30 18.314 1.172 70.196 1636.58
918 50 18.294 0.794 77.543 528.34
918 100 17.456 0.337 32.925 53.12
919 1 0.838 0.304 0.347 30.67
919 3 2.494 0.166 0.955 26.56
919 5 4.987 0.204 2.106 26.54
919 10 9.545 0.281 4.813 64.31
919 30 28.861 0.923 43.534 440.88
919 50 30.047 0.839 30.783 172.69
919 100 29.801 0.399 18.630 16.49
920 1 0.818 0.326 0.367 44.32
920 3 2.596 0.280 0.972 48.24
920 5 5.335 0.189 2.132 39.57
920 10 9.975 0.215 11.410 10.98
920 30 21.891 1.161 33.962 1190.44
920 50 22.382 0.896 25.289 334.04
920 100 22.136 0.487 18.528 59.70
921 1 0.818 0.324 0.366 45.55
921 3 2.678 0.305 1.047 49.33
921 5 4.906 0.241 2.002 30.11
921 10 11.937 0.812 12.069 103.29
921 30 13.102 0.037 29.156 0.68
921 50 27.246 1.025 38.395 208.58
921 100 27.348 0.732 32.549 184.53
922 1 0.879 0.199 0.374 33.45
922 3 2.698 0.333 3.352 9.22
922 5 6.050 1.334 17.070 421.84
922 10 6.418 1.469 14.690 404.51
922 30 6.500 0.923 11.115 228.65
922 50 6.541 0.337 10.500 138.87
922 100 9.382 0.144 1.002 0.72
923 1 0.818 0.325 0.366 43.65
923 3 2.555 0.330 1.066 42.27
923 5 4.435 0.190 1.771 23.32
923 10 8.769 0.229 3.985 68.26
923 30 28.779 1.228 134.790 2798.81
923 50 29.413 1.132 132.271 428.46
923 100 28.718 0.570 350.123 378.67
924 1 0.818 0.197 0.360 26.37
924 3 2.596 0.311 1.048 46.42
924 5 5.049 0.297 1.866 34.77
924 10 14.001 0.495 5.425 14.09
924 30 35.075 0.809 38.674 38.73
924 50 35.892 0.662 31.295 49.92
924 100 66.061 0.711 136.465 78.65
925 1 0.818 0.324 0.368 48.45
925 3 3.270 0.311 1.289 31.26
925 5 4.374 0.193 1.645 6.65
925 10 11.078 1.494 66.463 3719.32
925 30 11.221 1.359 52.834 10878.61
925 50 11.201 0.990 48.056 4036.30
925 100 10.833 0.143 1.498 6.55
926 1 0.143 0.016 0.032 2.61
926 3 2.984 0.156 1.186 18.91
926 5 5.866 0.381 3.273 136.63
926 10 10.588 0.525 7.119 181.50
926 30 38.447 1.742 597.691 26760.89
926 50 38.774 1.862 817.428 106794.88
926 100 38.917 1.686 497.352 11105.27
927 1 0.818 0.313 0.362 43.08
927 3 2.657 0.170 1.018 33.57
927 5 5.335 0.211 2.277 46.47
927 10 9.852 0.324 4.564 30.06
927 30 23.424 1.299 84.836 4444.13
927 50 23.812 0.976 64.225 320.67
927 100 23.158 0.487 143.328 152.13
928 1 0.818 0.327 0.367 43.84
928 3 2.535 0.333 1.064 43.06
928 5 4.272 0.331 1.756 42.65
928 10 7.992 0.216 3.620 47.74
928 30 23.056 0.237 10.640 69.86
928 50 55.637 0.265 25.883 17.84
928 100 105.572 0.363 44.224 13.24
929 1 0.818 0.326 0.366 43.98
929 3 2.453 0.186 0.987 40.66
929 5 7.461 0.461 5.016 21.78
929 10 7.440 1.134 27.196 2574.30
929 30 7.256 0.464 14.337 62.14
929 50 14.880 0.144 2.056 1.86
929 100 94.207 0.308 45.668 33.83
930 1 0.818 0.192 0.354 23.96
930 3 2.514 0.307 1.019 49.06
930 5 4.599 0.188 1.794 34.90
930 10 13.409 0.797 19.396 179.45
930 30 14.247 0.852 23.674 283.53
930 50 14.022 0.514 19.271 75.72
930 100 27.226 0.094 3.656 0.88
931 1 0.818 0.327 0.367 43.93
931 3 2.535 0.334 1.065 43.44
931 5 4.251 0.324 1.721 45.79
931 10 nan -inf nan nan
931 30 19.070 1.308 144.441 7366.10
931 50 19.091 0.958 195.720 2365.36
931 100 18.518 0.447 72.557 108.81
932 1 0.818 0.327 0.367 43.78
932 3 2.535 0.340 1.085 45.12
932 5 4.272 0.334 1.759 42.24
932 10 8.687 0.330 3.636 49.98
932 30 21.584 0.116 6.756 1.70
932 50 51.222 1.310 304.353 3785.04
932 100 52.244 1.167 277.011 1637.83
933 1 0.818 0.324 0.364 44.78
933 3 3.025 0.248 1.330 27.02
933 5 4.108 0.179 1.597 10.99
933 10 9.341 0.581 15.264 44.15
933 30 18.130 1.114 51.463 1379.26
933 50 18.253 0.825 49.100 770.11
933 100 17.946 0.386 34.644 84.44
934 1 0.818 0.317 0.362 44.39
934 3 3.577 0.273 1.110 15.27
934 5 4.844 0.285 2.357 65.58
934 10 11.262 0.653 9.648 119.59
934 30 13.286 0.540 9.176 52.79
934 50 13.204 0.320 26.393 49.78
934 100 64.937 0.284 43.412 33.99
935 1 0.797 0.310 0.353 44.47
935 3 2.535 0.316 1.037 44.98
935 5 4.558 0.321 1.855 42.21
935 10 8.646 0.268 4.234 80.79
935 30 32.295 0.676 33.454 208.13
935 50 34.400 0.289 15.836 5.80
935 100 71.826 0.643 49.244 27.99
936 1 0.818 0.326 0.367 43.73
936 3 2.535 0.332 1.061 43.31
936 5 4.272 0.335 1.792 46.27
936 10 8.707 0.178 3.445 33.33
936 30 22.136 0.692 23.688 361.64
936 50 23.322 0.365 14.901 28.02
936 100 22.075 0.127 4.885 2.75
937 1 0.818 0.197 0.356 23.78
937 3 2.535 0.287 0.999 42.85
937 5 4.987 0.178 1.897 21.92
937 10 nan -inf nan nan
937 30 20.051 0.831 20.133 612.73
937 50 20.174 0.439 13.299 21.97
937 100 18.641 0.162 3.404 2.06
938 1 0.818 0.327 0.367 43.92
938 3 2.555 0.334 1.070 42.06
938 5 4.251 0.329 1.758 47.65
938 10 12.611 0.397 7.315 20.85
938 30 13.572 0.329 20.493 35.13
938 50 12.162 0.134 2.129 1.50
938 100 67.267 0.179 27.612 23.54
939 1 0.818 0.327 0.368 43.97
939 3 2.535 0.331 1.062 43.41
939 5 4.415 0.320 1.769 38.45
939 10 8.258 0.179 3.427 24.52
939 30 16.904 0.563 23.212 129.92
939 50 16.188 0.221 4.315 3.04
939 100 53.368 0.174 18.463 4.80
940 1 1.104 0.203 0.407 12.94
940 3 4.415 0.973 5.966 130.01
940 5 4.926 1.195 7.689 411.61
940 10 5.376 0.900 5.527 336.33
940 30 5.478 0.365 3.324 78.27
940 50 5.948 0.140 0.771 3.35
940 100 72.888 0.357 90.316 144.20
941 1 0.818 0.203 0.365 26.71
941 3 2.555 0.321 1.051 41.23
941 5 4.497 0.316 1.788 37.43
941 10 9.648 0.276 4.876 35.18
941 30 43.496 0.534 28.878 22.71
941 50 45.131 1.026 81.414 498.36
941 100 47.359 0.733 63.451 100.20
942 1 0.797 0.206 0.326 17.21
942 3 0.899 0.055 0.186 5.44
942 5 5.539 0.256 2.942 52.95
942 10 10.445 0.463 6.482 124.46
942 30 33.378 0.508 22.386 26.15
942 50 35.259 0.399 29.635 22.81
942 100 70.109 0.363 35.324 16.41
943 1 nan -inf nan nan
943 3 nan -inf nan nan
943 5 5.948 1.499 20.291 3891.00
943 10 6.214 1.432 12.539 1080.44
943 30 6.275 0.859 11.636 393.66
943 50 6.275 0.266 0.966 5.71
943 100 33.583 0.028 5.718 0.27
944 1 0.818 0.327 0.367 44.05
944 3 2.596 0.318 1.049 41.54
944 5 4.762 0.299 1.774 36.41
944 10 9.055 0.307 10.617 18.82
944 30 33.623 1.623 203.079 8788.10
944 50 34.339 1.641 148.330 11278.51
944 100 34.543 1.356 77.848 208.47
945 1 0.818 0.324 0.366 44.94
945 3 2.637 0.319 1.067 47.31
945 5 4.844 0.306 1.825 42.77
945 10 12.714 0.565 7.241 52.38
945 30 32.540 1.151 93.725 160.59
945 50 33.072 1.384 93.363 588.42
945 100 33.317 1.198 101.604 566.52
946 1 0.818 0.324 0.364 44.68
946 3 3.516 0.272 0.915 9.83
946 5 4.292 0.150 1.578 12.12
946 10 10.854 1.175 28.219 1211.09
946 30 11.119 0.816 25.996 448.75
946 50 10.874 0.473 26.308 111.53
946 100 110.743 0.342 31.598 8.41
947 1 1.104 0.088 0.059 1.39
947 3 4.292 0.363 1.617 33.72
947 5 5.069 0.460 3.083 45.79
947 10 nan -inf nan nan
947 30 20.358 1.669 99.991 7606.55
947 50 20.419 1.514 75.423 4136.10
947 100 20.419 1.017 49.691 458.34
948 1 0.818 0.325 0.366 43.55
948 3 2.514 0.320 1.031 45.65
948 5 4.497 0.200 1.882 29.27
948 10 9.096 0.237 4.132 44.83
948 30 26.776 0.351 13.705 36.76
948 50 40.675 0.471 25.757 78.22
948 100 39.633 0.098 9.433 1.23
949 1 0.675 0.112 0.951 21.62
949 3 nan -inf nan nan
949 5 5.641 0.354 3.201 313.44
949 10 9.239 0.247 3.403 4.72
949 30 26.040 1.566 93.374 8699.19
949 50 26.449 1.408 59.752 936.29
949 100 26.388 0.981 43.662 144.80
950 1 0.818 0.326 0.366 44.00
950 3 2.555 0.211 1.097 30.37
950 5 5.110 0.303 1.724 19.42
950 10 7.849 0.160 3.065 3.79
950 30 14.492 0.715 29.322 376.10
950 50 14.165 0.390 19.513 50.15
950 100 28.554 0.068 4.218 0.93
951 1 0.818 0.201 0.362 26.41
951 3 2.555 0.325 1.059 42.83
951 5 4.538 0.314 1.773 36.49
951 10 9.157 0.392 4.148 67.14
951 30 28.493 0.205 11.697 8.80
951 50 48.933 0.836 53.402 228.05
951 100 52.960 0.817 46.059 30.94
952 1 0.818 0.302 0.359 44.00
952 3 2.923 0.213 0.936 58.32
952 5 nan -inf nan nan
952 10 12.019 1.227 25.738 1470.28
952 30 12.775 1.071 22.277 928.72
952 50 12.714 0.749 20.485 292.59
952 100 12.489 0.199 1.946 6.33
953 1 0.818 0.327 0.367 44.01
953 3 2.535 0.332 1.060 42.88
953 5 4.354 0.303 1.682 40.15
953 10 9.034 0.152 3.453 10.28
953 30 15.984 0.675 27.212 159.37
953 50 15.534 0.322 35.721 53.84
953 100 30.721 0.067 4.584 0.59
954 1 0.838 0.127 0.035 3.32
954 3 3.250 0.258 1.609 35.62
954 5 6.234 0.620 5.016 131.01
954 10 11.508 0.216 3.947 3.94
954 30 19.602 1.105 23.708 182.03
954 50 19.888 0.952 22.012 221.13
954 100 19.765 0.538 17.026 40.76
955 1 0.818 0.321 0.367 44.20
955 3 2.575 0.316 1.040 51.07
955 5 4.640 0.153 1.749 26.88
955 10 9.443 0.397 5.388 76.82
955 30 22.852 1.035 41.859 1863.57
955 50 23.322 0.740 35.017 224.33
955 100 23.138 0.414 40.703 95.33
956 1 0.981 0.214 0.476 50.19
956 3 3.250 0.825 4.622 296.33
956 5 3.679 0.163 1.319 0.61
956 10 6.684 1.204 14.887 2386.41
956 30 6.786 0.681 15.969 1114.48
956 50 6.970 0.252 10.243 152.61
956 100 9.872 0.149 1.051 3.11
957 1 0.818 0.217 0.332 42.37
957 3 3.189 0.272 1.527 109.29
957 5 5.560 0.279 2.445 57.60
957 10 13.429 0.753 10.725 79.81
957 30 28.411 0.946 39.912 90.99
957 50 29.086 0.867 38.663 122.19
957 100 29.556 0.609 84.435 123.93
958 1 0.777 0.184 0.231 19.13
958 3 2.800 0.258 1.134 27.18
958 5 nan -inf nan nan
958 10 12.182 1.504 57.684 6674.26
958 30 12.509 1.460 34.221 840.51
958 50 12.489 1.133 27.276 297.09
958 100 12.223 0.290 20.793 44.16
959 1 0.920 0.286 0.371 44.55
959 3 3.904 0.515 3.018 45.71
959 5 4.088 0.251 1.493 3.05
959 10 10.956 1.718 166.753 12779.15
959 30 10.997 1.615 276.371 342229.39
959 50 10.976 1.249 270.791 62234.49
959 100 10.976 0.172 854.549 10718.35
960 1 0.797 0.226 0.053 3.63
960 3 nan -inf nan nan
960 5 5.539 0.396 2.572 80.46
960 10 9.321 0.280 4.394 27.11
960 30 24.773 1.020 38.247 547.95
960 50 25.488 0.701 35.145 167.16
960 100 23.363 0.260 43.229 11.94
961 1 0.899 0.197 0.416 82.09
961 3 3.843 0.880 4.870 186.63
961 5 4.129 0.929 15.081 222.83
961 10 8.155 1.129 19.097 305.18
961 30 8.237 0.844 14.869 586.24
961 50 8.258 0.483 14.470 479.83
961 100 11.753 0.108 1.271 3.73
962 1 0.838 0.205 0.381 32.42
962 3 4.149 0.439 1.592 15.19
962 5 4.497 0.334 2.083 7.55
962 10 12.080 1.407 74.992 831.48
962 30 12.223 1.480 80.499 15988.05
962 50 12.223 1.137 64.743 6298.83
962 100 12.019 0.281 38.170 234.90
963 1 0.777 0.229 0.263 20.97
963 3 nan -inf nan nan
963 5 5.560 0.355 2.563 91.87
963 10 16.863 0.493 3.529 4.09
963 30 21.400 0.685 17.437 126.61
963 50 21.135 0.229 7.090 2.87
963 100 61.422 0.471 41.611 39.98
964 1 1.124 1.327 6.038 7978.35
964 3 1.145 1.330 3.592 1281.24
964 5 1.145 1.002 3.344 1371.38
964 10 1.124 0.197 1.469 41.21
964 30 21.257 0.223 10.693 48.65
964 50 22.239 0.122 9.357 49.02
964 100 22.606 0.050 7.335 10.05
965 1 0.818 0.301 0.354 39.38
965 3 2.616 0.198 1.086 30.63
965 5 6.725 0.269 13.455 26.00
965 10 10.792 0.290 5.170 47.84
965 30 31.702 0.929 42.171 174.77
965 50 33.235 1.122 45.156 77.55
965 100 33.807 0.855 63.102 162.76
966 1 0.818 0.317 0.364 42.83
966 3 2.575 0.304 1.020 44.95
966 5 5.110 0.195 2.011 23.37
966 10 8.891 0.255 3.727 20.72
966 30 27.553 1.421 86.321 1774.76
966 50 28.187 1.338 65.657 1059.29
966 100 28.003 0.873 40.378 63.09
967 1 0.818 0.327 0.368 44.28
967 3 2.596 0.334 1.085 41.66
967 5 4.415 0.331 1.807 45.52
967 10 10.629 0.280 5.172 28.41
967 30 21.973 1.166 81.674 912.28
967 50 22.136 0.976 79.649 834.05
967 100 21.707 0.540 72.298 132.57
968 1 0.818 0.325 0.366 43.73
968 3 2.535 0.332 1.064 44.22
968 5 4.395 0.306 1.691 39.94
968 10 8.605 0.085 2.658 4.17
968 30 20.746 1.389 66.914 2494.74
968 50 20.849 1.140 56.592 1195.32
968 100 20.583 0.639 40.907 157.40
969 1 0.818 0.327 0.368 43.98
969 3 2.596 0.329 1.064 37.89
969 5 4.251 0.209 1.778 30.83
969 10 9.811 0.353 4.328 49.92
969 30 24.262 1.288 148.903 3760.68
969 50 24.364 1.178 220.189 5688.91
969 100 23.935 0.716 176.507 235.66
970 1 0.858 0.156 0.358 25.73
970 3 2.984 0.189 1.216 64.35
970 5 5.744 0.293 2.694 46.74
970 10 11.405 0.502 7.194 106.93
970 30 35.954 0.918 59.723 216.82
970 50 38.611 1.177 71.825 1048.57
970 100 40.082 0.896 178.465 263.69
971 1 0.879 0.146 -0.182 -0.00
971 3 4.476 0.192 1.385 30.78
971 5 5.049 0.184 1.896 4.24
971 10 14.574 1.190 31.351 194.04
971 30 14.819 1.306 34.176 847.36
971 50 14.778 1.019 32.290 455.73
971 100 14.410 0.367 23.948 59.53
972 1 0.756 0.135 0.044 2.03
972 3 nan -inf nan nan
972 5 5.887 0.247 3.065 89.01
972 10 9.872 0.480 6.465 278.78
972 30 39.469 1.077 72.965 338.78
972 50 40.593 1.345 120.224 7759.04
972 100 41.534 1.046 89.924 374.19
973 1 0.961 0.257 0.487 119.17
973 3 4.292 0.619 2.515 29.00
973 5 4.742 0.687 4.839 122.78
973 10 9.586 0.933 15.191 261.43
973 30 10.036 0.817 12.397 453.79
973 50 10.056 0.549 11.589 252.26
973 100 67.881 0.229 136.280 369.14
974 1 0.818 0.326 0.366 43.90
974 3 2.535 0.328 1.050 46.42
974 5 4.435 0.309 1.737 45.56
974 10 11.446 0.277 4.810 16.46
974 30 25.039 0.754 34.206 143.94
974 50 48.708 0.934 157.891 192.01
974 100 49.505 0.898 133.296 354.31
975 1 0.818 0.327 0.367 43.84
975 3 2.555 0.317 1.035 43.31
975 5 4.865 0.306 1.820 28.43
975 10 8.053 0.297 4.171 100.26
975 30 31.273 0.608 32.621 102.13
975 50 33.869 0.685 42.584 438.80
975 100 32.663 0.165 7.960 2.16
976 1 0.818 0.326 0.366 44.46
976 3 2.616 0.297 1.004 44.73
976 5 7.501 0.327 0.539 2.02
976 10 8.564 0.394 5.052 103.54
976 30 27.103 1.422 95.980 2845.14
976 50 27.635 1.347 64.430 1617.36
976 100 27.778 0.984 51.914 318.99
977 1 0.818 0.326 0.367 43.75
977 3 2.535 0.335 1.067 43.42
977 5 4.272 0.331 1.757 42.63
977 10 8.237 0.218 3.671 39.58
977 30 32.009 0.161 8.922 6.91
977 50 48.831 0.640 80.314 212.85
977 100 53.082 0.295 24.574 8.12
978 1 0.818 0.327 0.367 43.89
978 3 2.555 0.335 1.071 41.33
978 5 4.211 0.333 1.756 45.91
978 10 8.810 0.208 3.715 26.79
978 30 28.738 0.155 10.357 9.12
978 50 49.199 0.902 123.919 622.28
978 100 50.711 0.729 114.777 244.54
979 1 0.818 0.200 0.365 27.45
979 3 2.657 0.177 1.030 25.18
979 5 5.539 0.204 2.167 19.58
979 10 10.813 0.344 5.500 79.36
979 30 32.908 0.977 55.114 350.92
979 50 34.605 1.131 54.118 386.11
979 100 35.218 0.760 54.274 123.04
980 1 0.879 0.122 0.046 3.90
980 3 2.902 0.207 1.105 4.61
980 5 7.910 1.103 11.298 65.56
980 10 7.828 1.370 19.041 7494.04
980 30 7.849 0.704 11.769 167.52
980 50 7.542 0.317 1.236 5.21
980 100 70.129 0.284 44.655 27.78
981 1 0.858 0.116 0.040 1.85
981 3 4.844 0.168 0.244 2.81
981 5 5.090 0.458 2.650 123.56
981 10 9.913 0.342 5.318 29.23
981 30 29.168 0.385 14.576 11.24
981 50 44.027 0.981 72.174 301.91
981 100 45.560 0.800 44.348 47.89
982 1 0.818 0.312 0.356 39.20
982 3 2.535 0.316 1.032 43.13
982 5 4.395 0.201 1.808 28.43
982 10 10.281 0.259 4.589 28.17
982 30 30.680 1.038 58.177 637.91
982 50 31.375 1.077 70.897 1450.85
982 100 31.007 0.564 51.497 85.30
983 1 0.818 0.327 0.367 43.89
983 3 2.535 0.335 1.070 43.42
983 5 4.292 0.337 1.792 41.85
983 10 8.830 0.321 3.513 37.31
983 30 34.911 0.504 21.772 28.96
983 50 36.342 0.649 48.833 430.54
983 100 36.485 0.253 16.351 12.11
984 1 0.899 0.233 0.371 6.16
984 3 2.494 1.722 29.992 46715.20
984 5 2.494 1.694 21.838 14753.17
984 10 2.494 1.351 17.582 6945.15
984 30 3.700 0.230 822.851 23836.91
984 50 44.293 0.111 26.099 176.62
984 100 57.824 0.160 35.958 222.57
985 1 0.818 0.308 0.350 53.64
985 3 3.250 0.293 1.234 41.30
985 5 7.849 0.752 7.974 45.06
985 10 8.135 0.755 12.463 50.04
985 30 15.453 0.855 19.373 421.59
985 50 15.432 0.651 17.217 384.65
985 100 15.248 0.285 13.440 127.10
986 1 0.818 0.327 0.367 43.95
986 3 2.575 0.330 1.065 40.63
986 5 4.333 0.330 1.790 46.05
986 10 8.953 0.221 3.632 30.92
986 30 33.092 0.735 37.986 120.24
986 50 34.523 0.812 33.468 390.38
986 100 35.361 0.456 22.481 30.29
987 1 0.818 0.327 0.367 43.92
987 3 2.535 0.328 1.052 44.47
987 5 4.272 0.176 1.629 33.26
987 10 13.306 0.705 17.895 119.71
987 30 13.940 0.806 20.455 192.95
987 50 13.572 0.453 18.302 49.15
987 100 28.023 0.053 4.161 0.94
988 1 0.736 0.136 0.045 2.54
988 3 4.599 0.128 0.223 3.23
988 5 5.273 0.256 2.678 47.16
988 10 10.424 0.449 6.609 127.55
988 30 46.317 0.822 23.474 10.20
988 50 44.109 1.193 116.039 777.42
988 100 45.090 1.017 93.079 52.35
989 1 0.818 0.326 0.368 44.02
989 3 2.555 0.330 1.064 42.69
989 5 4.190 0.315 1.698 57.82
989 10 9.954 0.272 4.694 31.57
989 30 23.588 1.452 83.382 1358.53
989 50 23.915 1.280 74.729 3101.15
989 100 23.935 0.827 58.817 614.69
990 1 0.797 0.288 0.337 38.61
990 3 2.514 0.150 0.944 33.37
990 5 5.376 0.249 2.598 51.39
990 10 10.077 0.428 6.113 94.07
990 30 36.342 0.387 13.436 13.58
990 50 49.301 0.777 52.073 105.13
990 100 54.247 0.701 62.758 177.96
991 1 0.818 0.324 0.366 44.33
991 3 2.575 0.297 0.991 62.95
991 5 4.456 0.094 1.160 3.79
991 10 13.797 1.261 29.670 1150.50
991 30 14.737 1.102 38.210 126.02
991 50 14.778 0.837 34.601 119.39
991 100 14.758 0.306 43.138 124.99
992 1 0.818 0.319 0.360 40.98
992 3 2.535 0.323 1.049 42.94
992 5 4.558 0.196 1.776 19.25
992 10 7.461 0.242 3.511 78.87
992 30 28.718 0.347 14.675 17.32
992 50 48.892 0.905 104.594 180.71
